year	borough	num_level_1	num_level_3	demographic	number_tested	num_level_2	pct_level_3_and_4	mean_scale_score	num_level_4	pct_level_4	pct_level_3	pct_level_2	grade	pct_level_1	num_level_3_and_4
2009	MANHATTAN	258	3816	EP	7484	1145	81.3	681	2265	30.3	51	15.3	6	3.4	6081
2010	MANHATTAN	372	228	ELL	1370	680	23.2	652	90	6.6	16.6	49.6	6	27.2	318
2010	MANHATTAN	610	2266	EP	7307	2356	59.4	681	2075	28.4	31	32.2	6	8.3	4341
2011	MANHATTAN	354	346	ELL	1424	637	30.4	657	87	6.1	24.3	44.7	6	24.9	433
2011	MANHATTAN	521	2214	EP	7019	1952	64.8	686	2332	33.2	31.5	27.8	6	7.4	4546
2012	MANHATTAN	266	326	ELL	1281	587	33.4	658	102	8	25.4	45.8	6	20.8	428
2012	MANHATTAN	531	2294	EP	7416	1891	67.3	687	2700	36.4	30.9	25.5	6	7.2	4994
2006	MANHATTAN	675	318	ELL	1755	727	20.1	616	35	2	18.1	41.4	7	38.5	353
2006	MANHATTAN	1179	3330	EP	8605	3252	48.5	647	844	9.8	38.7	37.8	7	13.7	4174
2007	MANHATTAN	385	357	ELL	1514	735	26	628	37	2.4	23.6	48.5	7	25.4	394
2007	MANHATTAN	582	3739	EP	8536	2769	60.7	660	1446	16.9	43.8	32.4	7	6.8	5185
2008	MANHATTAN	194	568	ELL	1360	541	46	643	57	4.2	41.8	39.8	7	14.3	625
2008	MANHATTAN	301	4103	EP	7953	1712	74.7	670	1837	23.1	51.6	21.5	7	3.8	5940
2009	MANHATTAN	62	742	ELL	1297	399	64.5	657	94	7.2	57.2	30.8	7	4.8	836
2009	MANHATTAN	99	4433	EP	7776	1088	84.7	679	2156	27.7	57	14	7	1.3	6589
2010	MANHATTAN	367	284	ELL	1357	640	25.8	651	66	4.9	20.9	47.2	7	27	350
2010	MANHATTAN	621	2288	EP	7543	2408	59.8	678	2226	29.5	30.3	31.9	7	8.2	4514
2011	MANHATTAN	332	266	ELL	1301	597	28.6	654	106	8.1	20.4	45.9	7	25.5	372
2011	MANHATTAN	546	2229	EP	7367	2112	63.9	681	2480	33.7	30.3	28.7	7	7.4	4709
2012	MANHATTAN	378	283	ELL	1268	529	28.5	651	78	6.2	22.3	41.7	7	29.8	361
2012	MANHATTAN	645	2069	EP	7265	1872	65.4	683	2679	36.9	28.5	25.8	7	8.9	4748
2006	MANHATTAN	722	315	ELL	1730	649	20.8	619	44	2.5	18.2	37.5	8	41.7	359
2006	MANHATTAN	1613	3143	EP	8764	3192	45.2	647	816	9.3	35.9	36.4	8	18.4	3959
2007	MANHATTAN	617	317	ELL	1612	641	22	625	37	2.3	19.7	39.8	8	38.3	354
2007	MANHATTAN	1318	3406	EP	8592	3041	49.3	651	827	9.6	39.6	35.4	8	15.3	4233
2008	MANHATTAN	261	472	ELL	1336	550	39.3	640	53	4	35.3	41.2	8	19.5	525
2008	MANHATTAN	740	4074	EP	8538	2572	61.2	660	1152	13.5	47.7	30.1	8	8.7	5226
2009	MANHATTAN	133	634	ELL	1333	505	52.1	649	61	4.6	47.6	37.9	8	10	695
2009	MANHATTAN	299	4647	EP	8071	1741	74.7	671	1384	17.1	57.6	21.6	8	3.7	6031
2010	MANHATTAN	325	316	ELL	1406	696	27.4	657	69	4.9	22.5	49.5	8	23.1	385
2010	MANHATTAN	832	2560	EP	7917	2940	52.4	677	1585	20	32.3	37.1	8	10.5	4145
2011	MANHATTAN	314	376	ELL	1419	660	31.4	655	69	4.9	26.5	46.5	8	22.1	445
2011	MANHATTAN	658	2880	EP	7643	2390	60.1	679	1715	22.4	37.7	31.3	8	8.6	4595
2012	MANHATTAN	250	351	ELL	1322	634	33.1	661	87	6.6	26.6	48	8	18.9	438
2012	MANHATTAN	492	2922	EP	7531	2393	61.7	681	1724	22.9	38.8	31.8	8	6.5	4646
2006	MANHATTAN	3442	3302	ELL	10997	3724	34.8	633	529	4.8	30	33.9	All Grades	31.3	3831
2006	MANHATTAN	5723	21620	EP	49023	13393	61	661	8287	16.9	44.1	27.3	All Grades	11.7	29907
2007	MANHATTAN	2443	3887	ELL	10536	3620	42.5	642	586	5.6	36.9	34.4	All Grades	23.2	4473
2007	MANHATTAN	3671	22245	EP	47030	11199	68.4	669	9915	21.1	47.3	23.8	All Grades	7.8	32160
2008	MANHATTAN	1226	4744	ELL	9425	2791	57.4	653	664	7	50.3	29.6	All Grades	13	5408
2008	MANHATTAN	2319	23926	EP	45942	8469	76.5	675	11228	24.4	52.1	18.4	All Grades	5	35154
2009	MANHATTAN	663	5310	ELL	9321	2352	67.7	662	996	10.7	57	25.2	All Grades	7.1	6306
2009	MANHATTAN	1174	24216	EP	44793	5725	84.6	684	13678	30.5	54.1	12.8	All Grades	2.6	37894
2010	MANHATTAN	2005	2337	ELL	9555	4474	32.2	663	739	7.7	24.5	46.8	All Grades	21	3076
2010	MANHATTAN	3561	14420	EP	44051	13755	60.7	685	12315	28	32.7	31.2	All Grades	8.1	26735
2011	MANHATTAN	1909	2533	ELL	9222	4158	34.2	664	622	6.7	27.5	45.1	All Grades	20.7	3155
2011	MANHATTAN	2972	15807	EP	43638	12183	65.3	687	12676	29	36.2	27.9	All Grades	6.8	28483
2012	MANHATTAN	1799	2392	ELL	8493	3647	35.9	664	655	7.7	28.2	42.9	All Grades	21.2	3047
2012	MANHATTAN	3041	15894	EP	44187	11577	66.9	689	13675	30.9	36	26.2	All Grades	6.9	29569
2006	QUEENS	453	1991	ELL	3655	764	66.7	662	447	12.2	54.5	20.9	3	12.4	2438
2006	QUEENS	603	7728	EP	15509	1385	87.2	690	5793	37.4	49.8	8.9	3	3.9	13521
2007	QUEENS	300	2227	ELL	3852	649	75.4	672	676	17.5	57.8	16.8	3	7.8	2903
2007	QUEENS	379	7488	EP	15469	1081	90.6	696	6521	42.2	48.4	7	3	2.5	14009
2008	QUEENS	139	2499	ELL	3574	446	83.6	676	490	13.7	69.9	12.5	3	3.9	2989
2008	QUEENS	241	9297	EP	15581	866	92.9	695	5177	33.2	59.7	5.6	3	1.5	14474
2009	QUEENS	66	2821	ELL	3818	382	88.3	679	549	14.4	73.9	10	3	1.7	3370
2009	QUEENS	113	9864	EP	16220	689	95.1	699	5554	34.2	60.8	4.2	3	0.7	15418
2010	QUEENS	620	1214	ELL	3965	1604	43.9	683	527	13.3	30.6	40.5	3	15.6	1741
2010	QUEENS	1069	5627	EP	16118	4534	65.2	699	4888	30.3	34.9	28.1	3	6.6	10515
2011	QUEENS	602	1421	ELL	3935	1765	39.8	678	147	3.7	36.1	44.9	3	15.3	1568
2011	QUEENS	980	8248	EP	16807	4594	66.8	691	2985	17.8	49.1	27.3	3	5.8	11233
2012	QUEENS	545	1332	ELL	3418	1393	43.3	679	148	4.3	39	40.8	3	15.9	1480
2012	QUEENS	964	8937	EP	17525	4412	69.3	692	3212	18.3	51	25.2	3	5.5	12149
2006	QUEENS	481	1189	ELL	2578	690	54.6	651	218	8.5	46.1	26.8	4	18.7	1407
2006	QUEENS	751	8503	EP	16681	2054	83.2	684	5373	32.2	51	12.3	4	4.5	13876
2007	QUEENS	427	1652	ELL	3195	786	62	659	330	10.3	51.7	24.6	4	13.4	1982
2007	QUEENS	604	7825	EP	15873	1701	85.5	689	5743	36.2	49.3	10.7	4	3.8	13568
2008	QUEENS	308	1739	ELL	3082	678	68	663	357	11.6	56.4	22	4	10	2096
2008	QUEENS	544	8186	EP	16192	1369	88.2	691	6093	37.6	50.6	8.5	4	3.4	14279
2009	QUEENS	216	1826	ELL	3065	447	78.4	673	576	18.8	59.6	14.6	4	7	2402
2009	QUEENS	377	7396	EP	16129	1013	91.4	700	7343	45.5	45.9	6.3	4	2.3	14739
2010	QUEENS	407	1174	ELL	3532	1580	43.7	670	371	10.5	33.2	44.7	4	11.5	1545
2010	QUEENS	645	6053	EP	16861	4383	70.2	695	5780	34.3	35.9	26	4	3.8	11833
2011	QUEENS	358	1277	ELL	3420	1336	50.5	675	449	13.1	37.3	39.1	4	10.5	1726
2011	QUEENS	526	6514	EP	16822	3794	74.3	696	5988	35.6	38.7	22.6	4	3.1	12502
2012	QUEENS	315	1315	ELL	3418	1297	52.8	676	491	14.4	38.5	37.9	4	9.2	1806
2012	QUEENS	506	6276	EP	17121	3517	76.5	698	6822	39.8	36.7	20.5	4	3	13098
2006	QUEENS	570	856	ELL	2382	817	41.8	642	139	5.8	35.9	34.3	5	23.9	995
2006	QUEENS	1043	8771	EP	17549	3114	76.3	676	4621	26.3	50	17.7	5	5.9	13392
2007	QUEENS	354	1117	ELL	2416	710	56	653	235	9.7	46.2	29.4	5	14.7	1352
2007	QUEENS	579	8796	EP	17080	2192	83.8	685	5513	32.3	51.5	12.8	5	3.4	14309
2008	QUEENS	221	1432	ELL	2569	596	68.2	662	320	12.5	55.7	23.2	5	8.6	1752
2008	QUEENS	362	8649	EP	16577	1534	88.6	689	6032	36.4	52.2	9.3	5	2.2	14681
2009	QUEENS	117	1557	ELL	2684	543	75.4	669	467	17.4	58	20.2	5	4.4	2024
2009	QUEENS	241	7763	EP	16756	1195	91.4	693	7557	45.1	46.3	7.1	5	1.4	15320
2010	QUEENS	364	895	ELL	2780	1206	43.5	669	315	11.3	32.2	43.4	5	13.1	1210
2010	QUEENS	651	6655	EP	16847	4106	71.8	692	5435	32.3	39.5	24.4	5	3.9	12090
2011	QUEENS	391	971	ELL	2914	1240	44	670	312	10.7	33.3	42.6	5	13.4	1283
2011	QUEENS	625	7446	EP	17589	3813	74.8	694	5705	32.4	42.3	21.7	5	3.6	13151
2012	QUEENS	399	973	ELL	2781	1021	48.9	673	388	14	35	36.7	5	14.3	1361
2012	QUEENS	638	6712	EP	17579	3440	76.8	698	6789	38.6	38.2	19.6	5	3.6	13501
2006	QUEENS	602	587	ELL	1994	690	35.2	633	115	5.8	29.4	34.6	6	30.2	702
2006	QUEENS	1494	8555	EP	17466	3997	68.6	666	3420	19.6	49	22.9	6	8.6	11975
2007	QUEENS	534	808	ELL	2217	709	43.9	641	166	7.5	36.4	32	6	24.1	974
2007	QUEENS	846	8920	EP	17326	2654	79.8	679	4906	28.3	51.5	15.3	6	4.9	13826
2008	QUEENS	296	957	ELL	2087	624	55.9	651	210	10.1	45.9	29.9	6	14.2	1167
2008	QUEENS	606	8577	EP	17112	2114	84.1	683	5815	34	50.1	12.4	6	3.5	14392
2009	QUEENS	258	1244	ELL	2398	644	62.4	658	252	10.5	51.9	26.9	6	10.8	1496
2009	QUEENS	369	8639	EP	16965	1728	87.6	687	6229	36.7	50.9	10.2	6	2.2	14868
2010	QUEENS	557	528	ELL	2443	1167	29.4	657	191	7.8	21.6	47.8	6	22.8	719
2010	QUEENS	1050	5717	EP	17435	4793	66.5	686	5875	33.7	32.8	27.5	6	6	11592
2011	QUEENS	501	701	ELL	2472	1045	37.5	663	225	9.1	28.4	42.3	6	20.3	926
2011	QUEENS	951	6198	EP	17411	4453	69	688	5809	33.4	35.6	25.6	6	5.5	12007
2012	QUEENS	533	616	ELL	2384	990	36.1	659	245	10.3	25.8	41.5	6	22.4	861
2012	QUEENS	946	6031	EP	18308	4157	72.1	691	7174	39.2	32.9	22.7	6	5.2	13205
2006	QUEENS	729	571	ELL	2354	983	27.3	625	71	3	24.3	41.8	7	31	642
2006	QUEENS	1694	7781	EP	17300	5456	58.7	655	2369	13.7	45	31.5	7	9.8	10150
2007	QUEENS	427	655	ELL	2083	879	37.3	637	122	5.9	31.4	42.2	7	20.5	777
2007	QUEENS	1040	8329	EP	17508	4317	69.4	667	3822	21.8	47.6	24.7	7	5.9	12151
2008	QUEENS	251	904	ELL	2115	780	51.3	649	180	8.5	42.7	36.9	7	11.9	1084
2008	QUEENS	473	9207	EP	17584	2870	81	677	5034	28.6	52.4	16.3	7	2.7	14241
2009	QUEENS	102	1172	ELL	2132	650	64.7	658	208	9.8	55	30.5	7	4.8	1380
2009	QUEENS	154	9655	EP	17457	1621	89.8	685	6027	34.5	55.3	9.3	7	0.9	15682
2010	QUEENS	559	561	ELL	2459	1089	33	656	250	10.2	22.8	44.3	7	22.7	811
2010	QUEENS	1088	5489	EP	17410	4845	65.9	682	5988	34.4	31.5	27.8	7	6.2	11477
2011	QUEENS	478	577	ELL	2452	1130	34.4	658	267	10.9	23.5	46.1	7	19.5	844
2011	QUEENS	1024	5916	EP	17757	4684	67.9	683	6133	34.5	33.3	26.4	7	5.8	12049
2012	QUEENS	436	540	ELL	2176	947	36.4	660	253	11.6	24.8	43.5	7	20	793
2012	QUEENS	1048	5842	EP	17755	4303	69.9	685	6562	37	32.9	24.2	7	5.9	12404
2006	QUEENS	869	625	ELL	2525	947	28.1	628	84	3.3	24.8	37.5	8	34.4	709
2006	QUEENS	2583	6496	EP	17054	5835	50.6	652	2140	12.5	38.1	34.2	8	15.1	8636
2007	QUEENS	623	713	ELL	2351	903	35.1	637	112	4.8	30.3	38.4	8	26.5	825
2007	QUEENS	1819	7684	EP	17453	5284	59.3	661	2666	15.3	44	30.3	8	10.4	10350
2008	QUEENS	297	890	ELL	2072	717	51.1	650	168	8.1	43	34.6	8	14.3	1058
2008	QUEENS	1006	8933	EP	17552	4017	71.4	670	3596	20.5	50.9	22.9	8	5.7	12529
2009	QUEENS	200	1177	ELL	2239	691	60.2	657	171	7.6	52.6	30.9	8	8.9	1348
2009	QUEENS	393	10296	EP	17819	2921	81.4	679	4209	23.6	57.8	16.4	8	2.2	14505
2010	QUEENS	480	541	ELL	2331	1084	32.9	663	226	9.7	23.2	46.5	8	20.6	767
2010	QUEENS	1280	6031	EP	17958	5950	59.7	684	4697	26.2	33.6	33.1	8	7.1	10728
2011	QUEENS	435	801	ELL	2577	1089	40.9	664	252	9.8	31.1	42.3	8	16.9	1053
2011	QUEENS	1080	6968	EP	17637	5163	64.6	683	4426	25.1	39.5	29.3	8	6.1	11394
2012	QUEENS	310	859	ELL	2377	1002	44.8	668	206	8.7	36.1	42.2	8	13	1065
2012	QUEENS	840	7299	EP	17959	5144	66.7	685	4676	26	40.6	28.6	8	4.7	11975
2006	QUEENS	3704	5819	ELL	15488	4891	44.5	642	1074	6.9	37.6	31.6	All Grades	23.9	6893
2006	QUEENS	8168	47834	EP	101559	21841	70.5	670	23716	23.4	47.1	21.5	All Grades	8	71550
2007	QUEENS	2665	7172	ELL	16114	4636	54.7	653	1641	10.2	44.5	28.8	All Grades	16.5	8813
2007	QUEENS	5267	49042	EP	100709	17229	77.7	679	29171	29	48.7	17.1	All Grades	5.2	78213
2008	QUEENS	1512	8421	ELL	15499	3841	65.5	661	1725	11.1	54.3	24.8	All Grades	9.8	10146
2008	QUEENS	3232	52849	EP	100598	12770	84.1	684	31747	31.6	52.5	12.7	All Grades	3.2	84596
2009	QUEENS	959	9797	ELL	16336	3357	73.6	668	2223	13.6	60	20.5	All Grades	5.9	12020
2009	QUEENS	1647	53613	EP	101346	9167	89.3	690	36919	36.4	52.9	9	All Grades	1.6	90532
2010	QUEENS	2987	4913	ELL	17510	7730	38.8	668	1880	10.7	28.1	44.1	All Grades	17.1	6793
2010	QUEENS	5783	35572	EP	102629	28611	66.5	689	32663	31.8	34.7	27.9	All Grades	5.6	68235
2011	QUEENS	2765	5748	ELL	17770	7605	41.6	669	1652	9.3	32.3	42.8	All Grades	15.6	7400
2011	QUEENS	5186	41290	EP	104023	26501	69.5	689	31046	29.8	39.7	25.5	All Grades	5	72336
2012	QUEENS	2538	5635	ELL	16554	6650	44.5	670	1731	10.5	34	40.2	All Grades	15.3	7366
2012	QUEENS	4942	41097	EP	106247	24973	71.8	692	35235	33.2	38.7	23.5	All Grades	4.7	76332
2006	STATEN ISLAND	71	186	ELL	383	99	55.6	651	27	7	48.6	25.8	3	18.5	213
2006	STATEN ISLAND	217	1905	EP	3922	368	85.1	687	1432	36.5	48.6	9.4	3	5.5	3337
2007	STATEN ISLAND	41	189	ELL	341	80	64.5	661	31	9.1	55.4	23.5	3	12	220
2007	STATEN ISLAND	135	2069	EP	4024	298	89.2	693	1522	37.8	51.4	7.4	3	3.4	3591
2008	STATEN ISLAND	20	231	ELL	347	59	77.2	670	37	10.7	66.6	17	3	5.8	268
2008	STATEN ISLAND	80	2440	EP	4028	274	91.2	693	1234	30.6	60.6	6.8	3	2	3674
2009	STATEN ISLAND	8	296	ELL	386	43	86.8	675	39	10.1	76.7	11.1	3	2.1	335
2009	STATEN ISLAND	46	2575	EP	4133	215	93.7	696	1297	31.4	62.3	5.2	3	1.1	3872
2010	STATEN ISLAND	72	100	ELL	367	171	33.8	676	24	6.5	27.2	46.6	3	19.6	124
2010	STATEN ISLAND	312	1446	EP	4049	1115	64.8	697	1176	29	35.7	27.5	3	7.7	2622
2011	STATEN ISLAND	87	105	ELL	354	156	31.4	674	6	1.7	29.7	44.1	3	24.6	111
2011	STATEN ISLAND	319	2242	EP	4367	1175	65.8	689	631	14.4	51.3	26.9	3	7.3	2873
2012	STATEN ISLAND	68	110	ELL	348	158	35.1	677	12	3.4	31.6	45.4	3	19.5	122
2012	STATEN ISLAND	317	2343	EP	4483	1169	66.9	690	654	14.6	52.3	26.1	3	7.1	2997
2006	STATEN ISLAND	56	111	ELL	242	66	49.6	644	9	3.7	45.9	27.3	4	23.1	120
2006	STATEN ISLAND	187	2114	EP	4034	487	83.3	683	1246	30.9	52.4	12.1	4	4.6	3360
2007	STATEN ISLAND	56	162	ELL	349	117	50.4	649	14	4	46.4	33.5	4	16	176
2007	STATEN ISLAND	177	2071	EP	3965	454	84.1	685	1263	31.9	52.2	11.5	4	4.5	3334
2008	STATEN ISLAND	32	141	ELL	263	69	61.6	657	21	8	53.6	26.2	4	12.2	162
2008	STATEN ISLAND	143	2183	EP	4043	377	87.1	688	1340	33.1	54	9.3	4	3.5	3523
2009	STATEN ISLAND	30	145	ELL	278	64	66.2	664	39	14	52.2	23	4	10.8	184
2009	STATEN ISLAND	130	1933	EP	4105	284	89.9	696	1758	42.8	47.1	6.9	4	3.2	3691
2010	STATEN ISLAND	47	88	ELL	332	173	33.7	665	24	7.2	26.5	52.1	4	14.2	112
2010	STATEN ISLAND	200	1568	EP	4198	1181	67.1	691	1249	29.8	37.4	28.1	4	4.8	2817
2011	STATEN ISLAND	44	91	ELL	303	143	38.3	667	25	8.3	30	47.2	4	14.5	116
2011	STATEN ISLAND	171	1670	EP	4122	920	73.5	694	1361	33	40.5	22.3	4	4.1	3031
2012	STATEN ISLAND	51	103	ELL	320	144	39.1	666	22	6.9	32.2	45	4	15.9	125
2012	STATEN ISLAND	173	1732	EP	4314	879	75.6	696	1530	35.5	40.1	20.4	4	4	3262
2006	STATEN ISLAND	45	77	ELL	211	73	44.1	643	16	7.6	36.5	34.6	5	21.3	93
2006	STATEN ISLAND	271	2111	EP	4124	711	76.2	674	1031	25	51.2	17.2	5	6.6	3142
2007	STATEN ISLAND	44	106	ELL	248	78	50.8	649	20	8.1	42.7	31.5	5	17.7	126
2007	STATEN ISLAND	133	2294	EP	4141	515	84.4	682	1199	29	55.4	12.4	5	3.2	3493
2008	STATEN ISLAND	31	131	ELL	268	85	56.7	653	21	7.8	48.9	31.7	5	11.6	152
2008	STATEN ISLAND	97	2182	EP	4085	373	88.5	688	1433	35.1	53.4	9.1	5	2.4	3615
2009	STATEN ISLAND	8	156	ELL	243	49	76.5	668	30	12.3	64.2	20.2	5	3.3	186
2009	STATEN ISLAND	57	1977	EP	4114	268	92.1	693	1812	44	48.1	6.5	5	1.4	3789
2010	STATEN ISLAND	34	81	ELL	236	103	41.9	667	18	7.6	34.3	43.6	5	14.4	99
2010	STATEN ISLAND	191	1678	EP	4177	1080	69.6	690	1228	29.4	40.2	25.9	5	4.6	2906
2011	STATEN ISLAND	39	77	ELL	244	117	36.1	666	11	4.5	31.6	48	5	16	88
2011	STATEN ISLAND	145	1933	EP	4278	966	74	692	1234	28.8	45.2	22.6	5	3.4	3167
2012	STATEN ISLAND	38	85	ELL	247	108	40.9	669	16	6.5	34.4	43.7	5	15.4	101
2012	STATEN ISLAND	177	1677	EP	4175	870	74.9	695	1451	34.8	40.2	20.8	5	4.2	3128
2006	STATEN ISLAND	73	32	ELL	164	56	21.3	617	3	1.8	19.5	34.1	6	44.5	35
2006	STATEN ISLAND	488	1917	EP	4067	1077	61.5	657	585	14.4	47.1	26.5	6	12	2502
2007	STATEN ISLAND	49	49	ELL	164	60	33.5	633	6	3.7	29.9	36.6	6	29.9	55
2007	STATEN ISLAND	341	2099	EP	3969	822	70.7	667	707	17.8	52.9	20.7	6	8.6	2806
2008	STATEN ISLAND	41	71	ELL	190	78	37.4	635	0	0	37.4	41.1	6	21.6	71
2008	STATEN ISLAND	188	2103	EP	4037	619	80	676	1127	27.9	52.1	15.3	6	4.7	3230
2009	STATEN ISLAND	45	88	ELL	223	85	41.7	640	5	2.2	39.5	38.1	6	20.2	93
2009	STATEN ISLAND	119	2146	EP	4037	543	83.6	682	1229	30.4	53.2	13.5	6	2.9	3375
2010	STATEN ISLAND	64	28	ELL	200	100	18	648	8	4	14	50	6	32	36
2010	STATEN ISLAND	309	1376	EP	4045	1241	61.7	681	1119	27.7	34	30.7	6	7.6	2495
2011	STATEN ISLAND	53	29	ELL	196	107	18.4	654	7	3.6	14.8	54.6	6	27	36
2011	STATEN ISLAND	268	1454	EP	4029	1144	65	684	1163	28.9	36.1	28.4	6	6.7	2617
2012	STATEN ISLAND	68	30	ELL	184	77	21.2	647	9	4.9	16.3	41.8	6	37	39
2012	STATEN ISLAND	332	1397	EP	4118	998	67.7	685	1391	33.8	33.9	24.2	6	8.1	2788
2006	STATEN ISLAND	69	41	ELL	195	82	22.6	619	3	1.5	21	42.1	7	35.4	44
2006	STATEN ISLAND	443	1890	EP	4067	1295	57.3	653	439	10.8	46.5	31.8	7	10.9	2329
2007	STATEN ISLAND	45	45	ELL	168	74	29.2	627	4	2.4	26.8	44	7	26.8	49
2007	STATEN ISLAND	282	1940	EP	4132	1142	65.5	663	768	18.6	47	27.6	7	6.8	2708
2008	STATEN ISLAND	21	55	ELL	150	70	39.3	641	4	2.7	36.7	46.7	7	14	59
2008	STATEN ISLAND	126	2157	EP	4103	781	77.9	673	1039	25.3	52.6	19	7	3.1	3196
2009	STATEN ISLAND	10	100	ELL	199	85	52.3	650	4	2	50.3	42.7	7	5	104
2009	STATEN ISLAND	49	2444	EP	4138	485	87.1	679	1160	28	59.1	11.7	7	1.2	3604
2010	STATEN ISLAND	65	37	ELL	217	109	19.8	646	6	2.8	17.1	50.2	7	30	43
2010	STATEN ISLAND	283	1339	EP	4043	1260	61.8	677	1161	28.7	33.1	31.2	7	7	2500
2011	STATEN ISLAND	50	40	ELL	186	89	25.3	651	7	3.8	21.5	47.8	7	26.9	47
2011	STATEN ISLAND	277	1418	EP	4089	1077	66.9	680	1317	32.2	34.7	26.3	7	6.8	2735
2012	STATEN ISLAND	48	26	ELL	145	64	22.8	649	7	4.8	17.9	44.1	7	33.1	33
2012	STATEN ISLAND	296	1361	EP	4012	1041	66.7	680	1314	32.8	33.9	25.9	7	7.4	2675
2006	STATEN ISLAND	64	31	ELL	160	61	21.9	619	4	2.5	19.4	38.1	8	40	35
2006	STATEN ISLAND	673	1764	EP	4312	1505	49.5	649	370	8.6	40.9	34.9	8	15.6	2134
2007	STATEN ISLAND	82	42	ELL	210	85	20.5	621	1	0.5	20	40.5	8	39	43
2007	STATEN ISLAND	534	1856	EP	4170	1310	55.8	655	470	11.3	44.5	31.4	8	12.8	2326
2008	STATEN ISLAND	39	57	ELL	171	68	37.4	638	7	4.1	33.3	39.8	8	22.8	64
2008	STATEN ISLAND	295	2069	EP	4129	1064	67.1	666	701	17	50.1	25.8	8	7.1	2770
2009	STATEN ISLAND	17	74	ELL	163	71	46	646	1	0.6	45.4	43.6	8	10.4	75
2009	STATEN ISLAND	117	2430	EP	4142	852	76.6	673	743	17.9	58.7	20.6	8	2.8	3173
2010	STATEN ISLAND	56	28	ELL	202	112	16.8	652	6	3	13.9	55.4	8	27.7	34
2010	STATEN ISLAND	403	1394	EP	4210	1563	53.3	678	850	20.2	33.1	37.1	8	9.6	2244
2011	STATEN ISLAND	76	37	ELL	208	87	21.6	643	8	3.8	17.8	41.8	8	36.5	45
2011	STATEN ISLAND	328	1773	EP	4144	1354	59.4	678	689	16.6	42.8	32.7	8	7.9	2462
2012	STATEN ISLAND	46	34	ELL	179	88	25.1	655	11	6.1	19	49.2	8	25.7	45
2012	STATEN ISLAND	237	1738	EP	4101	1405	60	679	721	17.6	42.4	34.3	8	5.8	2459
2006	STATEN ISLAND	378	478	ELL	1355	437	39.9	636	62	4.6	35.3	32.3	All Grades	27.9	540
2006	STATEN ISLAND	2279	11701	EP	24526	5443	68.5	667	5103	20.8	47.7	22.2	All Grades	9.3	16804
2007	STATEN ISLAND	317	593	ELL	1480	494	45.2	644	76	5.1	40.1	33.4	All Grades	21.4	669
2007	STATEN ISLAND	1602	12329	EP	24401	4541	74.8	674	5929	24.3	50.5	18.6	All Grades	6.6	18258
2008	STATEN ISLAND	184	686	ELL	1389	429	55.9	652	90	6.5	49.4	30.9	All Grades	13.2	776
2008	STATEN ISLAND	929	13134	EP	24425	3488	81.9	681	6874	28.1	53.8	14.3	All Grades	3.8	20008
2009	STATEN ISLAND	118	859	ELL	1492	397	65.5	660	118	7.9	57.6	26.6	All Grades	7.9	977
2009	STATEN ISLAND	518	13505	EP	24669	2647	87.2	686	7999	32.4	54.7	10.7	All Grades	2.1	21504
2010	STATEN ISLAND	338	362	ELL	1554	768	28.8	661	86	5.5	23.3	49.4	All Grades	21.8	448
2010	STATEN ISLAND	1698	8801	EP	24722	7440	63	685	6783	27.4	35.6	30.1	All Grades	6.9	15584
2011	STATEN ISLAND	349	379	ELL	1491	699	29.7	661	64	4.3	25.4	46.9	All Grades	23.4	443
2011	STATEN ISLAND	1508	10490	EP	25029	6636	67.5	686	6395	25.6	41.9	26.5	All Grades	6	16885
2012	STATEN ISLAND	319	388	ELL	1423	639	32.7	664	77	5.4	27.3	44.9	All Grades	22.4	465
2012	STATEN ISLAND	1532	10248	EP	25203	6362	68.7	688	7061	28	40.7	25.2	All Grades	6.1	17309
